,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Forecast_Returns,hvol21,Forecast_Volatility,Basic_PL,Total_Basic_PL,Vol_PL,Total_Vol_PL,Forecast_Vol_PL,Total_Forecast_Vol_PL
397,397,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-01-21,21.01.2014,97741,CME,0,97,217548,103982,17221,827,23410,19625,3749,41767,111587,3051,25013,12928,462,202261,169450,15287,48098,-776.0,-2770.0,3722.0,-720.0,1097.0,-447.0,-549.0,2844.0,-4062.0,-662.0,71.0,3456.0,-120.0,-809.0,618.0,33.0,-1394.0,100,47.8,7.9,0.4,10.8,9.0,1.7,19.2,51.3,1.4,11.5,5.9,0.2,93.0,77.9,7.0,22.1,138,11.0,10.0,,9.0,19.0,7.0,18.0,54.0,7.0,5.0,12.0,,51.0,104.0,53.0,27.7,72.3,38.3,52.8,27.6,72.1,37.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.45528646139,LONG,0.715832116367,SHORT,0.0879516672476,LONG,2014-01-27,1303.08,1577.74,0.0350791887764,-0.0123348760591,0.185225717324,0.062714689214,1577.74,117156.62,1577.74,88773.03,1577.74,144320.42
398,398,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-01-28,28.01.2014,97741,CME,0,97,203014,83311,33443,472,25807,18128,3875,43671,88714,3506,24608,9615,718,185968,158471,17046,44543,-14534.0,-20671.0,16222.0,-355.0,2397.0,-1497.0,126.0,1904.0,-22873.0,455.0,-405.0,-3313.0,256.0,-16293.0,-10979.0,1759.0,-3555.0,100,41.0,16.5,0.2,12.7,8.9,1.9,21.5,43.7,1.7,12.1,4.7,0.4,91.6,78.1,8.4,21.9,124,9.0,12.0,,11.0,17.0,7.0,22.0,38.0,10.0,5.0,10.0,,58.0,87.0,49.2,28.2,69.2,42.8,48.8,28.0,68.9,42.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.340242474601,LONG,0.427120269969,SHORT,0.174780926368,LONG,2014-02-03,1454.34,1755.02,0.0868292591204,0.0094848284649,0.268674175574,0.0578861102488,1755.02,118911.64,1755.02,90528.05,1755.02,146075.44
399,399,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-04,04.02.2014,97741,CME,0,97,199361,83358,40582,695,27542,18147,4072,39967,80115,3236,23645,7438,922,183437,155207,15924,44154,-3653.0,47.0,7139.0,223.0,1735.0,19.0,197.0,-3704.0,-8599.0,-270.0,-963.0,-2177.0,204.0,-2531.0,-3264.0,-1122.0,-389.0,100,41.8,20.4,0.3,13.8,9.1,2.0,20.0,40.2,1.6,11.9,3.7,0.5,92.0,77.9,8.0,22.1,118,9.0,13.0,4.0,11.0,18.0,7.0,19.0,34.0,11.0,5.0,9.0,,58.0,83.0,47.5,32.7,68.1,44.5,47.0,32.5,67.7,44.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.334338202228,LONG,0.345134742617,SHORT,0.205629363742,LONG,2014-02-10,1051.56,1225.75,0.030848437374,0.0269916178665,0.217394814667,0.0557581000689,1225.75,120137.39,1225.75,91753.8,1225.75,147301.19
400,400,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-11,11.02.2014,97741,CME,0,97,196435,84301,40931,647,24799,18660,3425,40886,80114,3054,24135,6218,94,181341,153143,15094,43292,-2926.0,943.0,349.0,-48.0,-2743.0,513.0,-647.0,919.0,-1.0,-182.0,490.0,-1220.0,-828.0,-2096.0,-2064.0,-830.0,-862.0,100,42.9,20.8,0.3,12.6,9.5,1.7,20.8,40.8,1.6,12.3,3.2,0.0,92.3,78.0,7.7,22.0,112,8.0,14.0,4.0,8.0,17.0,7.0,22.0,32.0,8.0,,8.0,,55.0,78.0,48.0,35.4,69.1,47.4,47.9,35.2,69.1,47.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.324198347107,LONG,0.346317235211,SHORT,0.141259577993,LONG,2014-02-17,1056.51,1225.15,-0.064369785749,0.0610572371832,0.454392838513,0.0649580312552,1225.15,121362.54,0.0,91753.8,1225.15,148526.34
401,401,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-18,18.02.2014,97741,CME,0,97,200057,85445,38326,1028,23105,17418,3453,43462,82600,3172,25144,7511,95,184904,153603,15153,46454,3622.0,1144.0,-2605.0,381.0,-1694.0,-1242.0,28.0,2576.0,2486.0,118.0,1009.0,1293.0,1.0,3563.0,460.0,59.0,3162.0,100,42.7,19.2,0.5,11.5,8.7,1.7,21.7,41.3,1.6,12.6,3.8,0.0,92.4,76.8,7.6,23.2,115,9.0,12.0,6.0,8.0,15.0,4.0,24.0,33.0,12.0,4.0,10.0,,60.0,79.0,47.6,36.1,68.0,47.4,47.5,35.8,68.0,46.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.310466278498,LONG,0.380694993173,SHORT,0.140340053797,LONG,2014-02-24,921.74,410.56,-0.000919524196,0.0595060172031,0.455102377218,0.0607161933526,410.56,121773.1,0.0,91753.8,410.56,148936.9
402,402,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-25,25.02.2014,97741,CME,0,97,203743,89792,39880,1490,21349,17856,4065,41622,85939,3623,25652,7983,96,187689,160932,16054,42811,3686.0,4347.0,1554.0,462.0,-1756.0,438.0,612.0,-1840.0,3339.0,451.0,508.0,472.0,1.0,2785.0,7329.0,901.0,-3643.0,100,44.1,19.6,0.7,10.5,8.8,2.0,20.4,42.2,1.8,12.6,3.9,0.0,92.1,79.0,7.9,21.0,117,9.0,12.0,6.0,8.0,17.0,6.0,24.0,33.0,12.0,4.0,10.0,,62.0,81.0,47.9,37.2,67.8,48.5,47.9,36.8,67.6,47.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.347418098008,LONG,0.384909618113,SHORT,0.0890957785997,LONG,2014-03-03,-6178.46,1372.25,-0.0512442751973,-0.0163213129765,0.31942364125,0.062175573835,1372.25,123145.35,0.0,91753.8,1372.25,150309.15
403,403,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-04,04.03.2014,97741,CME,0,97,205886,84547,36399,2239,19358,18243,3891,47331,88276,4053,27121,6488,34,188574,159623,17312,46263,2143.0,-5245.0,-3481.0,749.0,-1991.0,387.0,-174.0,5709.0,2337.0,430.0,1469.0,-1495.0,-62.0,885.0,-1309.0,1258.0,3452.0,100,41.1,17.7,1.1,9.4,8.9,1.9,23.0,42.9,2.0,13.2,3.2,0.0,91.6,77.5,8.4,22.5,122,9.0,11.0,5.0,7.0,16.0,6.0,27.0,38.0,14.0,6.0,8.0,,64.0,84.0,46.8,33.6,66.6,44.8,46.8,33.0,66.5,43.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.301938690481,LONG,0.398095017611,SHORT,0.0296534666631,LONG,2014-03-10,1029.44,-3581.56,-0.0594423119366,-0.0328987098228,0.210723829554,0.0567449474173,-3581.56,119563.79,-3581.56,88172.24,-3581.56,146727.59
404,404,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-11,11.03.2014,97741,CME,0,97,242170,97304,28513,7537,18906,18394,3745,43677,100229,27760,24379,6735,922,224230,193835,17940,48335,36284.0,12757.0,-7886.0,5298.0,-452.0,151.0,-146.0,-3654.0,11953.0,23707.0,-2742.0,247.0,888.0,35656.0,34212.0,628.0,2072.0,100,40.2,11.8,3.1,7.8,7.6,1.5,18.0,41.4,11.5,10.1,2.8,0.4,92.6,80.0,7.4,20.0,127,10.0,12.0,6.0,8.0,15.0,7.0,24.0,41.0,20.0,4.0,9.0,5.0,69.0,96.0,45.8,30.5,66.8,42.7,45.7,26.8,62.5,36.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.392978750017,LONG,0.546754413156,SHORT,0.013726541555,LONG,2014-03-17,1004.64,1115.14,-0.0159269251081,-0.0258191822938,0.201726552693,0.0567714865342,1115.14,120678.93,1115.14,89287.38,1115.14,147842.73
405,405,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-18,18.03.2014,97741,CME,0,97,156922,79833,10984,270,20280,18137,4555,26521,75369,2261,3442,5054,1,137163,116631,19759,40291,-85248.0,-17471.0,-17529.0,-7267.0,1374.0,-257.0,810.0,-17156.0,-24860.0,-25499.0,-20937.0,-1681.0,-921.0,-87067.0,-77204.0,1819.0,-8044.0,100,50.9,7.0,0.2,12.9,11.6,2.9,16.9,48.0,1.4,2.2,3.2,0.0,87.4,74.3,12.6,25.7,112,9.0,9.0,,8.0,15.0,7.0,23.0,38.0,7.0,4.0,6.0,,54.0,76.0,51.5,31.7,65.3,41.8,51.5,31.6,65.0,41.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.479418981254,LONG,0.758106962353,SHORT,0.0557825962465,LONG,2014-03-24,-1221.16,883.53,0.0420560546915,-0.0553823779343,0.332916957616,0.0582510639125,883.53,121562.46,0.0,89287.38,883.53,148726.26
406,406,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-25,25.03.2014,97741,CME,0,97,158280,93589,9721,81,19806,19334,4299,22065,75868,2325,2758,5277,1,144924,116906,13356,41374,1358.0,13756.0,-1263.0,-189.0,-474.0,1197.0,-256.0,-4456.0,499.0,64.0,-684.0,223.0,0.0,7761.0,275.0,-6403.0,1083.0,100,59.1,6.1,0.1,12.5,12.2,2.7,13.9,47.9,1.5,1.7,3.3,0.0,91.6,73.9,8.4,26.1,111,7.0,10.0,4.0,7.0,17.0,7.0,20.0,40.0,10.0,,7.0,,49.0,84.0,57.4,32.2,72.4,42.3,57.4,32.2,72.4,41.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.549385804581,LONG,0.811809118188,SHORT,0.0120592743996,LONG,2014-03-31,1255.54,1260.99,-0.0437233218469,-0.0378722871688,0.322055737069,0.0539189071558,1260.99,122823.45,0.0,89287.38,1260.99,149987.25
407,407,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-01,01.04.2014,97741,CME,0,97,188464,115453,10089,83,17796,20460,3660,32157,96976,2235,3298,6767,21,174703,140291,13761,48173,30184.0,21864.0,368.0,2.0,-2010.0,1126.0,-639.0,10092.0,21108.0,-90.0,540.0,1490.0,20.0,29779.0,23385.0,405.0,6799.0,100,61.3,5.4,0.0,9.4,10.9,1.9,17.1,51.5,1.2,1.7,3.6,0.0,92.7,74.4,7.3,25.6,119,12.0,8.0,,5.0,18.0,6.0,17.0,45.0,11.0,4.0,10.0,,51.0,89.0,55.9,33.3,71.0,42.0,55.9,33.3,71.0,41.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.501955348362,LONG,0.839272912651,SHORT,-0.0696361355082,SHORT,2014-04-07,861.67,-3548.06,-0.0816954099078,0.0130532760258,0.375707930207,0.0537924235535,861.67,123685.12,0.0,89287.38,861.67,150848.92
408,408,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-08,08.04.2014,97741,CME,0,97,181814,112183,13948,176,18766,19249,4066,24135,90072,2184,2652,7056,1227,165389,137978,16425,43836,-6650.0,-3270.0,3859.0,93.0,970.0,-1211.0,406.0,-8022.0,-6904.0,-51.0,-646.0,289.0,1206.0,-9314.0,-2313.0,2664.0,-4337.0,100,61.7,7.7,0.1,10.3,10.6,2.2,13.3,49.5,1.2,1.5,3.9,0.7,91.0,75.9,9.0,24.1,115,11.0,9.0,4.0,7.0,16.0,6.0,16.0,40.0,9.0,4.0,12.0,,50.0,87.0,57.2,30.9,73.5,39.8,57.1,30.9,73.1,39.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.577346397331,LONG,0.778833117949,SHORT,-0.0127055109825,SHORT,2014-04-14,613.8,834.3,0.0569306245257,-0.000348936611935,0.482318252451,0.0532976727636,613.8,124298.92,0.0,89287.38,613.8,151462.72
409,409,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-15,15.04.2014,97741,CME,0,97,164843,91562,17182,509,19414,20856,4223,22729,71705,3787,2735,4670,1232,146191,124164,18652,40679,-16971.0,-20621.0,3234.0,333.0,648.0,1607.0,157.0,-1406.0,-18367.0,1603.0,83.0,-2386.0,5.0,-19198.0,-13814.0,2227.0,-3157.0,100,55.5,10.4,0.3,11.8,12.7,2.6,13.8,43.5,2.3,1.7,2.8,0.7,88.7,75.3,11.3,24.7,110,7.0,11.0,5.0,6.0,18.0,6.0,20.0,37.0,15.0,,8.0,,57.0,82.0,53.1,32.6,68.9,41.3,53.0,32.4,68.4,39.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.518626765784,LONG,0.683991760465,SHORT,-0.0358082940154,SHORT,2014-04-21,880.88,850.95,-0.0231027830329,-0.062713941093,0.421782327317,0.0608281588428,880.88,125179.8,0.0,89287.38,880.88,152343.6
410,410,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-22,22.04.2014,97741,CME,0,97,165674,93996,17017,648,18357,18264,4002,25236,75018,3085,2550,5708,1232,149106,124974,16568,40700,831.0,2434.0,-165.0,139.0,-1057.0,-2592.0,-221.0,2507.0,3313.0,-702.0,-185.0,1038.0,0.0,2915.0,810.0,-2084.0,21.0,100,56.7,10.3,0.4,11.1,11.0,2.4,15.2,45.3,1.9,1.5,3.4,0.7,90.0,75.4,10.0,24.6,117,8.0,10.0,5.0,6.0,17.0,6.0,21.0,42.0,12.0,,10.0,,55.0,88.0,54.1,34.4,69.7,42.8,54.0,34.4,69.5,41.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.496558740798,LONG,0.693423292768,SHORT,0.00253952650119,LONG,2014-04-28,1007.84,993.06,0.0383478205166,-0.0127872495254,0.454106237063,0.0615218623301,993.06,126172.86,0.0,89287.38,993.06,153336.66
411,411,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-29,29.04.2014,97741,CME,0,97,168820,99672,15985,1237,18870,18409,4191,20892,76299,2988,3765,4480,1212,152827,124801,15993,44019,3146.0,5676.0,-1032.0,589.0,513.0,145.0,189.0,-4344.0,1281.0,-97.0,1215.0,-1228.0,-20.0,3721.0,-173.0,-575.0,3319.0,100,59.0,9.5,0.7,11.2,10.9,2.5,12.4,45.2,1.8,2.2,2.7,0.7,90.5,73.9,9.5,26.1,113,9.0,10.0,6.0,7.0,17.0,7.0,15.0,43.0,11.0,4.0,8.0,,53.0,86.0,55.8,35.2,71.2,43.6,55.7,35.2,70.9,42.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.570083649721,LONG,0.723579204026,SHORT,0.01236621154,LONG,2014-05-05,705.48,725.73,0.00982668503881,0.0174205766682,0.25190248567,0.0569626360638,725.73,126898.59,725.73,90013.11,725.73,154062.39
412,412,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-06,06.05.2014,97741,CME,0,97,167093,87569,17973,1345,19241,17664,3731,25799,74461,3450,4515,4842,1222,146872,124688,20221,42405,-1727.0,-12103.0,1988.0,108.0,371.0,-745.0,-460.0,4907.0,-1838.0,462.0,750.0,362.0,10.0,-5955.0,-113.0,4228.0,-1614.0,100,52.4,10.8,0.8,11.5,10.6,2.2,15.4,44.6,2.1,2.7,2.9,0.7,87.9,74.6,12.1,25.4,120,9.0,12.0,5.0,7.0,16.0,6.0,19.0,45.0,16.0,4.0,8.0,,58.0,91.0,50.7,32.2,63.6,40.1,50.7,32.2,63.2,39.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.485358069021,LONG,0.659415209111,SHORT,0.0427313372172,LONG,2014-05-12,594.19,-2215.39,0.0303651256772,0.00751991145648,0.197685397507,0.0555106688491,-2215.39,124683.2,-2215.39,87797.72,-2215.39,151847.0
413,413,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-13,13.05.2014,97741,CME,0,97,164707,90982,15570,1184,19754,17274,3498,24568,74476,2174,2906,5611,1222,146288,121009,18419,43698,-2386.0,3413.0,-2403.0,-161.0,513.0,-390.0,-233.0,-1231.0,15.0,-1276.0,-1609.0,769.0,0.0,-584.0,-3679.0,-1802.0,1293.0,100,55.2,9.5,0.7,12.0,10.5,2.1,14.9,45.2,1.3,1.8,3.4,0.7,88.8,73.5,11.2,26.5,116,10.0,9.0,4.0,9.0,14.0,7.0,20.0,40.0,12.0,4.0,10.0,,56.0,85.0,52.3,32.8,66.6,40.9,52.3,32.8,66.4,40.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.503897257784,LONG,0.707748329454,SHORT,0.0669763422275,LONG,2014-05-19,616.72,719.68,0.0242450050103,0.0244294846448,0.0869139645758,0.0516604782714,719.68,125402.88,719.68,88517.4,719.68,152566.68
414,414,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-20,20.05.2014,97741,CME,0,97,164819,81118,28266,1861,21130,17202,3770,24232,64442,3203,4044,5942,1231,140589,125917,24230,38902,112.0,-9864.0,12696.0,677.0,1376.0,-72.0,272.0,-336.0,-10034.0,1029.0,1138.0,331.0,9.0,-5699.0,4908.0,5811.0,-4796.0,100,49.2,17.1,1.1,12.8,10.4,2.3,14.7,39.1,1.9,2.5,3.6,0.7,85.3,76.4,14.7,23.6,120,6.0,14.0,6.0,9.0,15.0,9.0,23.0,37.0,15.0,5.0,11.0,,64.0,88.0,51.8,30.2,65.0,39.9,51.8,30.0,64.2,39.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.453458736495,LONG,0.483178527024,SHORT,0.1024731295,LONG,2014-05-26,601.11,573.65,0.0354967872725,0.0202132462554,0.0800579102414,0.0503794895308,573.65,125976.53,573.65,89091.05,573.65,153140.33
415,415,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-27,27.05.2014,97741,CME,0,97,162820,83254,22942,2549,23331,16057,2554,24365,69150,2839,3576,4439,1213,143681,121743,19139,41077,-1999.0,2136.0,-5324.0,688.0,2201.0,-1145.0,-1216.0,133.0,4708.0,-364.0,-468.0,-1503.0,-18.0,3092.0,-4174.0,-5091.0,2175.0,100,51.1,14.1,1.6,14.3,9.9,1.6,15.0,42.5,1.7,2.2,2.7,0.7,88.2,74.8,11.8,25.2,111,7.0,12.0,5.0,8.0,13.0,9.0,18.0,40.0,11.0,5.0,8.0,,55.0,83.0,52.6,33.6,66.3,42.6,52.6,32.8,66.0,41.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.478907127199,LONG,0.567930995518,SHORT,0.184675535696,LONG,2014-06-02,799.14,762.05,0.082202406196,0.0275628323324,0.190991820566,0.0486783305447,762.05,126738.58,762.05,89853.1,762.05,153902.38
416,416,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-03,03.06.2014,97741,CME,0,97,171804,94759,14965,1919,25790,16606,623,25798,79927,2685,3633,5147,1222,156429,123094,15375,48710,8984.0,11505.0,-7977.0,-630.0,2459.0,549.0,-1931.0,1433.0,10777.0,-154.0,57.0,708.0,9.0,12748.0,1351.0,-3764.0,7633.0,100,55.2,8.7,1.1,15.0,9.7,0.4,15.0,46.5,1.6,2.1,3.0,0.7,91.1,71.6,8.9,28.4,112,10.0,9.0,5.0,8.0,13.0,5.0,12.0,46.0,11.0,4.0,10.0,,50.0,86.0,56.4,34.6,70.5,41.7,56.4,33.9,70.5,40.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.511979191298,LONG,0.727224672815,SHORT,0.216624209831,LONG,2014-06-09,556.29,-678.44,0.031948674135,0.0300628391351,0.189242228445,0.0487899275948,-678.44,126060.14,-678.44,89174.66,-678.44,153223.94
417,417,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-10,10.06.2014,97741,CME,0,97,201094,97764,16200,14005,28652,17570,1771,25188,85905,12158,3702,3719,1192,184432,152520,16662,48574,29290.0,3005.0,1235.0,12086.0,2862.0,964.0,1148.0,-610.0,5978.0,9473.0,69.0,-1428.0,-30.0,28003.0,29426.0,1287.0,-136.0,100,48.6,8.1,7.0,14.2,8.7,0.9,12.5,42.7,6.0,1.8,1.8,0.6,91.7,75.8,8.3,24.2,112,10.0,10.0,8.0,10.0,13.0,7.0,15.0,43.0,18.0,,6.0,,58.0,90.0,52.5,31.3,67.5,41.7,49.0,30.2,62.0,36.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.54654208636,LONG,0.71569969464,SHORT,0.239755960365,LONG,2014-06-16,640.32,635.09,0.023131750534,0.0590000881374,0.191234942918,0.0590170995193,635.09,126695.23,635.09,89809.75,635.09,153859.03
418,418,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-17,17.06.2014,97741,CME,0,97,153007,84148,7588,18,29402,17805,136,20271,80418,1590,2313,2688,0,137878,110243,15129,42764,-48087.0,-13616.0,-8612.0,-13987.0,750.0,235.0,-1635.0,-4917.0,-5487.0,-10568.0,-1389.0,-1031.0,-1192.0,-46554.0,-42277.0,-1533.0,-5810.0,100,55.0,5.0,0.0,19.2,11.6,0.1,13.2,52.6,1.0,1.5,1.8,0.0,90.1,72.1,9.9,27.9,103,10.0,6.0,,9.0,13.0,,13.0,44.0,7.0,,5.0,0.0,44.0,71.0,60.1,32.5,73.3,41.2,60.1,32.5,73.2,41.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.59735422936,LONG,0.834568762536,SHORT,0.245662719512,LONG,2014-06-23,499.54,178.01,0.005906759147,0.0576380440871,0.23632571566,0.0561230843705,178.01,126873.24,178.01,89987.76,178.01,154037.04
419,419,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-24,24.06.2014,97741,CME,0,97,148257,80770,9012,204,30574,16701,26,17172,75625,1699,2477,3700,0,132922,106967,15335,41290,-4750.0,-3378.0,1424.0,186.0,1172.0,-1104.0,-110.0,-3099.0,-4793.0,109.0,164.0,1012.0,0.0,-4956.0,-3276.0,206.0,-1474.0,100,54.5,6.1,0.1,20.6,11.3,0.0,11.6,51.0,1.1,1.7,2.5,0.0,89.7,72.1,10.3,27.9,108,9.0,9.0,5.0,9.0,13.0,,15.0,44.0,8.0,4.0,5.0,0.0,48.0,76.0,61.5,30.8,73.7,39.8,61.5,30.8,73.4,39.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.629901828723,LONG,0.799247065113,SHORT,0.293453199365,LONG,2014-06-30,669.72,729.55,0.047790479853,0.0278061908859,0.126037641051,0.0529637866674,729.55,127602.79,729.55,90717.31,729.55,154766.59
420,420,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-01,01.07.2014,97741,CME,0,97,156480,75858,23509,203,30855,16894,23,19599,72574,3235,3809,2467,0,133582,118905,22898,37575,8223.0,-4912.0,14497.0,-1.0,281.0,193.0,-3.0,2427.0,-3051.0,1536.0,1332.0,-1233.0,0.0,660.0,11938.0,7563.0,-3715.0,100,48.5,15.0,0.1,19.7,10.8,0.0,12.5,46.4,2.1,2.4,1.6,0.0,85.4,76.0,14.6,24.0,111,7.0,11.0,5.0,8.0,13.0,,15.0,47.0,12.0,6.0,4.0,0.0,49.0,81.0,56.6,27.2,68.6,36.5,56.6,26.9,68.3,36.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.574734466709,LONG,0.52682480099,SHORT,0.292383086557,LONG,2014-07-07,481.4,475.53,-0.001070112808,0.0147710875436,0.156896918355,0.0494559182457,475.53,128078.32,475.53,91192.84,475.53,155242.12
421,421,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-08,08.07.2014,97741,CME,0,97,157710,84162,22591,244,31766,17336,24,16100,74561,2353,2886,1871,0,137535,118980,20175,38730,1230.0,8304.0,-918.0,41.0,911.0,442.0,1.0,-3499.0,1987.0,-882.0,-923.0,-596.0,0.0,3953.0,75.0,-2723.0,1155.0,100,53.4,14.3,0.2,20.1,11.0,0.0,10.2,47.3,1.5,1.8,1.2,0.0,87.2,75.4,12.8,24.6,101,7.0,12.0,8.0,8.0,13.0,,12.0,42.0,11.0,5.0,,0.0,47.0,76.0,57.5,28.7,70.0,38.4,57.5,28.6,70.0,38.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.644830743098,LONG,0.576761308816,SHORT,0.293878049774,LONG,2014-07-14,426.21,470.94,0.001494963217,0.0269008815749,0.166006810679,0.0512686813834,470.94,128549.26,470.94,91663.78,470.94,155713.06
