,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
479,479,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-18,18.08.2015,232741,CME ,0,232,161344,133525,1090,150,3343,26784,590,8194,64306,1090,450,26437,0,147342,120447,14002,40897,-3407.0,-1325.0,-25.0,0.0,478.0,-3906.0,-1.0,-1037.0,-381.0,260.0,-600.0,2398.0,0.0,-2225.0,-1655.0,-1182.0,-1752.0,100,82.8,0.7,0.1,2.1,16.6,0.4,5.1,39.9,0.7,0.3,16.4,0.0,91.3,74.7,8.7,25.3,86,13.0,,,,10.0,,12.0,35.0,10.0,,10.0,0.0,36.0,63.0,63.6,38.4,78.5,48.7,63.6,38.3,78.5,48.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.77395862069,LONG,0.983805668016,SHORT,-0.778072825041,SHORT,2015-08-24,1829.44,1494.3,0.000206947757,1494.3,-67465.03,0.00154873899729,0.98532932622,0.98532932622,1494.3,-18421.96,0.110038362635,0.0737390871239,0.0,-96140.15
480,480,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-25,25.08.2015,232741,CME ,0,232,174378,145077,1194,150,4345,33383,575,9610,66676,1586,881,33148,0,162224,136712,12154,37666,13034.0,11552.0,104.0,0.0,1002.0,6599.0,-15.0,1416.0,2370.0,496.0,431.0,6711.0,0.0,14882.0,16265.0,-1848.0,-3231.0,100,83.2,0.7,0.1,2.5,19.1,0.3,5.5,38.2,0.9,0.5,19.0,0.0,93.0,78.4,7.0,21.6,97,13.0,,,,10.0,,12.0,41.0,11.0,,13.0,0.0,41.0,70.0,64.0,39.7,79.3,49.4,64.0,39.6,79.3,49.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.748053378077,LONG,0.983674139098,SHORT,-0.769667090755,SHORT,2015-08-31,-4789.47,1556.91,-0.000131528918,1556.91,-65908.12,0.00236391688177,0.985999463002,0.985999463002,1556.91,-16865.05,0.108743324135,0.0583449553389,0.0,-96140.15
481,481,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-01,01.09.2015,232741,CME ,0,232,173947,140570,1310,150,4870,26936,569,11261,67141,1732,888,35139,0,160040,132977,13907,40970,-431.0,-4507.0,116.0,0.0,525.0,-6447.0,-6.0,1651.0,465.0,146.0,7.0,1991.0,0.0,-2184.0,-3735.0,1753.0,3304.0,100,80.8,0.8,0.1,2.8,15.5,0.3,6.5,38.6,1.0,0.5,20.2,0.0,92.0,76.4,8.0,23.6,87,13.0,,,,8.0,,13.0,33.0,8.0,,12.0,0.0,37.0,61.0,61.5,37.7,76.6,48.7,61.5,37.6,76.6,48.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.712736919977,LONG,0.981533690443,SHORT,-0.693768471358,SHORT,2015-09-07,1844.71,-11596.26,-0.002140448655,-11596.26,-77504.38,0.00232572627131,0.983816469133,0.983816469133,-11596.26,-28461.31,0.107554876616,0.0414970267326,0.0,-96140.15
482,482,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-08,08.09.2015,232741,CME ,0,232,190761,141499,1552,2522,4818,27300,601,12427,63419,11044,561,35666,3435,176907,145539,13854,45222,16814.0,929.0,242.0,2372.0,-52.0,364.0,32.0,1166.0,-3722.0,9312.0,-327.0,527.0,3435.0,16867.0,12562.0,-53.0,4252.0,100,74.2,0.8,1.3,2.5,14.3,0.3,6.5,33.2,5.8,0.3,18.7,1.8,92.7,76.3,7.3,23.7,93,14.0,,6.0,,9.0,,14.0,36.0,13.0,,11.0,,47.0,71.0,57.3,36.1,71.0,47.1,57.3,35.8,70.6,44.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.672309680141,LONG,0.978301444939,SHORT,-0.699981318887,SHORT,2015-09-14,2290.21,1954.48,-0.003232245504,1954.48,-75549.9,0.00225772301511,0.980510178627,0.980510178627,1954.48,-26506.83,0.10635415016,0.0523536902123,0.0,-96140.15
483,483,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-15,15.09.2015,232741,CME ,0,232,156879,99182,564,329,4824,30894,750,31535,59443,375,7297,26198,0,144292,118553,12587,38326,-33882.0,-42317.0,-988.0,-2193.0,6.0,3594.0,149.0,19108.0,-3976.0,-10669.0,6736.0,-9468.0,-3435.0,-32615.0,-26986.0,-1267.0,-6896.0,100,63.2,0.4,0.2,3.1,19.7,0.5,20.1,37.9,0.2,4.7,16.7,0.0,92.0,75.6,8.0,24.4,88,10.0,,,,12.0,,18.0,28.0,5.0,7.0,8.0,0.0,42.0,56.0,60.3,42.6,75.1,51.3,60.3,42.5,75.1,51.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.306755479347,LONG,0.988691275841,SHORT,-0.729884092054,SHORT,2015-09-21,-2088.31,1447.73,0.010389830902,1447.73,-74102.17,0.00187534785819,0.990545415908,0.990545415908,1447.73,-25059.1,0.10506452188,0.0897299983613,0.0,-96140.15
484,484,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-22,22.09.2015,232741,CME ,0,232,147279,101773,485,213,4812,25014,1047,18028,55327,432,7186,27834,0,133491,110352,13788,36927,-9600.0,2591.0,-79.0,-116.0,-12.0,-5880.0,297.0,-13507.0,-4116.0,57.0,-111.0,1636.0,0.0,-10801.0,-8201.0,1201.0,-1399.0,100,69.1,0.3,0.1,3.3,17.0,0.7,12.2,37.6,0.3,4.9,18.9,0.0,90.6,74.9,9.4,25.1,86,11.0,,,,11.0,,17.0,27.0,,5.0,11.0,0.0,39.0,56.0,61.0,41.0,73.8,49.2,61.0,40.9,73.8,49.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.508472496762,LONG,0.990514189599,SHORT,-0.677328505331,SHORT,2015-09-28,1776.82,1492.56,0.001822913758,1492.56,-72609.61,0.00166190077628,0.9921603259,0.9921603259,1492.56,-23566.54,0.103455178702,0.0853521219404,0.0,-96140.15
485,485,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-29,29.09.2015,232741,CME ,0,232,142869,99597,2489,457,4909,24089,493,17000,52580,430,5673,27307,0,128559,107845,14310,35024,-4410.0,-2176.0,2004.0,244.0,97.0,-925.0,-554.0,-1028.0,-2747.0,-2.0,-1513.0,-527.0,0.0,-4932.0,-2507.0,522.0,-1903.0,100,69.7,1.7,0.3,3.4,16.9,0.3,11.9,36.8,0.3,4.0,19.1,0.0,90.0,75.5,10.0,24.5,87,9.0,4.0,,,10.0,,18.0,26.0,,6.0,11.0,0.0,39.0,55.0,62.9,40.5,73.4,49.1,62.9,40.4,73.4,49.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.51135383731,LONG,0.951237192171,SHORT,-0.661424925857,SHORT,2015-10-05,1472.96,-24220.54,-0.039276997428,-24220.54,-96830.15,0.00421077975395,0.955242642481,0.955242642481,-24220.54,-47787.08,0.100809095443,0.177475343575,-24220.54,-120360.69
486,486,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-06,06.10.2015,232741,CME ,0,232,139935,99230,9304,460,4575,21591,978,16187,43145,476,4167,28173,0,126073,104127,13862,35808,-2934.0,-367.0,6815.0,3.0,-334.0,-2498.0,485.0,-813.0,-9435.0,46.0,-1506.0,866.0,0.0,-2486.0,-3718.0,-448.0,784.0,100,70.9,6.6,0.3,3.3,15.4,0.7,11.6,30.8,0.3,3.0,20.1,0.0,90.1,74.4,9.9,25.6,83,9.0,4.0,,,10.0,,16.0,24.0,7.0,,14.0,0.0,36.0,60.0,64.3,40.9,75.6,50.7,64.3,40.8,75.6,50.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.454358524911,LONG,0.828551421674,SHORT,-0.650309562027,SHORT,2015-10-12,1550.62,1385.9,-0.122685770497,1385.9,-95444.25,0.00261423234622,0.830717447601,0.830717447601,1385.9,-46401.18,0.0980324066197,0.315287531266,1385.9,-118974.79
487,487,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-13,13.10.2015,232741,CME ,0,232,142024,99449,22673,626,4144,22358,635,14338,37319,1324,5378,26937,0,125894,111872,16130,30152,2089.0,219.0,13369.0,166.0,-431.0,767.0,-343.0,-1849.0,-5826.0,848.0,1211.0,-1236.0,0.0,-179.0,7745.0,2268.0,-5656.0,100,70.0,16.0,0.4,2.9,15.7,0.4,10.1,26.3,0.9,3.8,19.0,0.0,88.6,78.8,11.4,21.2,82,11.0,4.0,,,10.0,4.0,14.0,25.0,6.0,,12.0,0.0,36.0,57.0,63.3,46.7,74.3,55.9,63.3,46.6,74.3,55.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.444876783398,LONG,0.628682792617,SHORT,-0.687268885367,SHORT,2015-10-19,1614.71,1445.35,-0.199868629057,1445.35,-93998.9,-0.00510810923935,0.625471412235,0.625471412235,1445.35,-44955.83,0.0987513485555,0.399378127316,1445.35,-117529.44
488,488,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-20,20.10.2015,232741,CME ,0,232,140367,99762,17933,524,4129,24290,632,15294,39719,618,3853,28872,0,124812,112588,15555,27779,-1657.0,313.0,-4740.0,-102.0,-15.0,1932.0,-3.0,956.0,2400.0,-706.0,-1525.0,1935.0,0.0,-1082.0,716.0,-575.0,-2373.0,100,71.1,12.8,0.4,2.9,17.3,0.5,10.9,28.3,0.4,2.7,20.6,0.0,88.9,80.2,11.1,19.8,89,9.0,4.0,,,10.0,5.0,17.0,26.0,6.0,5.0,15.0,0.0,38.0,63.0,63.9,46.5,74.1,56.9,63.9,46.5,74.1,56.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.443985966953,LONG,0.695263180254,SHORT,-0.70941975439,SHORT,2015-10-26,1723.58,1543.94,0.066580387637,1543.94,-92454.96,-0.0209054249425,0.680728408024,0.680728408024,1543.94,-43411.89,0.116863125325,0.357575795349,1543.94,-115985.5
489,489,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-27,27.10.2015,232741,CME ,0,232,141008,100706,18310,444,4320,26022,493,17924,39171,565,1102,27756,0,125554,112761,15454,28247,641.0,944.0,377.0,-80.0,191.0,1732.0,-139.0,2630.0,-548.0,-53.0,-2751.0,-1116.0,0.0,742.0,173.0,-101.0,468.0,100,71.4,13.0,0.3,3.1,18.5,0.3,12.7,27.8,0.4,0.8,19.7,0.0,89.0,80.0,11.0,20.0,85,8.0,6.0,,4.0,11.0,,15.0,25.0,6.0,4.0,12.0,0.0,33.0,62.0,63.8,47.0,75.2,57.3,63.8,47.0,75.2,57.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.372134162361,LONG,0.69231027761,SHORT,-0.715246193395,SHORT,2015-11-02,1865.37,1634.03,-0.002952902644,1634.03,-90820.93,-0.0360753535688,0.667334939566,0.667334939566,1634.03,-41777.86,0.157531819742,0.388405516371,1634.03,-114351.47
490,490,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-03,03.11.2015,232741,CME ,0,232,145861,104065,11074,382,4491,26699,493,21716,43407,746,2653,30875,87,134633,113763,11228,32098,4853.0,3359.0,-7236.0,-62.0,171.0,677.0,0.0,3792.0,4236.0,181.0,1551.0,3119.0,87.0,9079.0,1002.0,-4226.0,3851.0,100,71.3,7.6,0.3,3.1,18.3,0.3,14.9,29.8,0.5,1.8,21.2,0.1,92.3,78.0,7.7,22.0,93,10.0,6.0,,4.0,11.0,,19.0,24.0,9.0,4.0,15.0,,42.0,66.0,62.1,43.6,73.8,53.7,62.1,43.5,73.5,53.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.333077407368,LONG,0.807641198899,SHORT,-0.712023084322,SHORT,2015-11-09,1351.17,1201.42,0.115330921289,1201.42,-89619.51,0.0142002061866,0.819109870448,0.819109870448,1201.42,-40576.44,0.138801446203,0.386907482036,1201.42,-113150.05
491,491,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-10,10.11.2015,232741,CME ,0,232,153590,114530,2597,8,3880,34519,493,20768,46648,531,1142,29200,0,141352,113996,12238,39594,7729.0,10465.0,-8477.0,-374.0,-611.0,7820.0,0.0,-948.0,3241.0,-215.0,-1511.0,-1675.0,-87.0,6719.0,233.0,1010.0,7496.0,100,74.6,1.7,0.0,2.5,22.5,0.3,13.5,30.4,0.3,0.7,19.0,0.0,92.0,74.2,8.0,25.8,92,12.0,,,,12.0,,21.0,25.0,8.0,4.0,12.0,0.0,43.0,61.0,60.0,45.0,74.4,51.4,60.0,44.9,74.3,51.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.383885131126,LONG,0.955654972807,SHORT,-0.797911403943,SHORT,2015-11-16,1381.1,-2342.04,0.148013773908,-2342.04,-91961.55,0.00120283162605,0.956804464832,0.956804464832,-2342.04,-42918.48,0.12492533984,0.33730569318,-2342.04,-115492.09
492,492,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-17,17.11.2015,232741,CME ,0,232,162083,122691,2266,142,3871,42891,602,18463,48210,384,2368,31626,43,148564,126164,13519,35919,8493.0,8161.0,-331.0,134.0,-9.0,8372.0,109.0,-2305.0,1562.0,-147.0,1226.0,2426.0,43.0,7212.0,12168.0,1281.0,-3675.0,100,75.7,1.4,0.1,2.4,26.5,0.4,11.4,29.7,0.2,1.5,19.5,0.0,91.7,77.8,8.3,22.2,97,13.0,,,,12.0,4.0,19.0,33.0,9.0,4.0,11.0,,46.0,68.0,57.1,44.7,73.5,52.9,57.1,44.7,73.5,52.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.446162614552,LONG,0.963731523644,SHORT,-0.834438219067,SHORT,2015-11-23,1227.32,1108.85,0.008076550837,1108.85,-90852.7,0.0234682060964,0.986348573662,0.986348573662,1108.85,-41809.63,0.129056994011,0.365441174804,1108.85,-114383.24
493,493,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-24,24.11.2015,232741,CME ,0,232,152585,109891,2732,781,4106,38993,1629,19180,43751,818,1483,31302,43,137931,120049,14654,32536,-9498.0,-12800.0,466.0,639.0,235.0,-3898.0,1027.0,717.0,-4459.0,434.0,-885.0,-324.0,0.0,-10633.0,-6115.0,1135.0,-3383.0,100,72.0,1.8,0.5,2.7,25.6,1.1,12.6,28.7,0.5,1.0,20.5,0.0,90.4,78.7,9.6,21.3,91,10.0,,,4.0,11.0,4.0,20.0,29.0,11.0,,12.0,,45.0,66.0,60.3,43.0,73.5,51.0,60.2,42.9,73.4,50.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.390443501613,LONG,0.951484155102,SHORT,-0.809461936472,SHORT,2015-11-30,1705.99,1498.47,-0.012247368542,1498.47,-89354.23,0.0299989238962,0.980027655859,0.980027655859,1498.47,-40311.16,0.139700016903,0.358853342235,1498.47,-112884.77
494,494,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-01,01.12.2015,232741,CME ,0,232,154800,104567,14882,1166,5555,39212,1629,20082,32980,1500,1945,32229,43,136487,123641,18313,31159,2215.0,-5324.0,12150.0,385.0,1449.0,219.0,0.0,902.0,-10771.0,682.0,462.0,927.0,0.0,-1444.0,3592.0,3659.0,-1377.0,100,67.5,9.6,0.8,3.6,25.3,1.1,13.0,21.3,1.0,1.3,20.8,0.0,88.2,79.9,11.8,20.1,92,9.0,5.0,4.0,5.0,11.0,4.0,22.0,24.0,13.0,,14.0,,48.0,67.0,58.8,43.8,69.7,54.2,58.8,43.3,69.3,53.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.243074139686,LONG,0.750822526769,SHORT,-0.75182612192,SHORT,2015-12-07,1325.22,1160.35,-0.200661628333,1160.35,-88193.88,0.0037045789534,0.753604008099,0.753604008099,1160.35,-39150.81,0.125895853522,0.418622114992,1160.35,-111724.42
495,495,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-08,08.12.2015,232741,CME ,0,232,162139,104494,29065,5925,3587,32821,1026,19485,24724,8262,1153,31570,0,143932,133393,18207,28746,7339.0,-73.0,14183.0,4759.0,-1968.0,-6391.0,-603.0,-597.0,-8256.0,6762.0,-792.0,-659.0,-43.0,7445.0,9752.0,-106.0,-2413.0,100,64.4,17.9,3.7,2.2,20.2,0.6,12.0,15.2,5.1,0.7,19.5,0.0,88.8,82.3,11.2,17.7,96,9.0,9.0,6.0,4.0,11.0,4.0,20.0,27.0,18.0,,11.0,0.0,52.0,72.0,57.1,43.6,69.1,53.0,57.1,40.9,67.0,50.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.11850528173,LONG,0.564761640923,SHORT,-0.802955394419,SHORT,2015-12-14,2312.69,2039.77,-0.186060885846,2039.77,-86154.11,-0.000133867500051,0.564686037694,0.564686037694,2039.77,-37111.04,0.116767053796,0.437043585384,2039.77,-109684.65
496,496,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-15,15.12.2015,232741,CME ,0,232,110538,55874,2009,90,1980,28013,1897,32896,21907,370,887,28779,17,94011,83082,16527,27456,-51601.0,-48620.0,-27056.0,-5835.0,-1607.0,-4808.0,871.0,13411.0,-2817.0,-7892.0,-266.0,-2791.0,17.0,-49921.0,-50311.0,-1680.0,-1290.0,100,50.5,1.8,0.1,1.8,25.3,1.7,29.8,19.8,0.3,0.8,26.0,0.0,85.0,75.2,15.0,24.8,81,7.0,5.0,,4.0,11.0,,18.0,24.0,7.0,,9.0,,38.0,56.0,55.3,42.8,69.6,51.0,55.2,42.7,69.5,50.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.200518219805,SHORT,0.930584109324,SHORT,-0.867969192812,SHORT,2015-12-21,1092.76,-36.31,0.365822468401,-36.31,-86190.42,-0.0358821401789,0.897192759865,0.897192759865,-36.31,-37147.35,0.149161588738,0.510377243236,-36.31,-109720.96
497,497,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-22,22.12.2015,232741,CME ,0,232,106301,66943,1498,88,1973,22939,1900,20248,24325,402,753,28441,97,92404,79690,13897,26611,-4237.0,11069.0,-511.0,-2.0,-7.0,-5074.0,3.0,-12648.0,2418.0,32.0,-134.0,-338.0,80.0,-1607.0,-3392.0,-2630.0,-845.0,100,63.0,1.4,0.1,1.9,21.6,1.8,19.0,22.9,0.4,0.7,26.8,0.1,86.9,75.0,13.1,25.0,83,10.0,,,4.0,11.0,,19.0,24.0,6.0,,10.0,,39.0,55.0,57.1,40.2,68.6,47.9,57.0,40.1,67.9,47.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.0914679290153,LONG,0.956225069768,SHORT,-0.841602440591,SHORT,2015-12-28,1070.88,914.4,0.025640960444,914.4,-85276.02,-0.0339806281983,0.923731941198,0.923731941198,914.4,-36232.95,0.163028881595,0.500609087487,914.4,-108806.56
498,498,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-29,29.12.2015,232741,CME ,0,232,98174,61606,1521,88,1959,15696,2245,14263,23203,152,2226,29074,97,82636,72076,15538,26098,-8127.0,-5337.0,23.0,0.0,-14.0,-7243.0,345.0,-5985.0,-1122.0,-250.0,1473.0,633.0,0.0,-9768.0,-7614.0,1641.0,-513.0,100,62.8,1.5,0.1,2.0,16.0,2.3,14.5,23.6,0.2,2.3,29.6,0.1,84.2,73.4,15.8,26.6,84,10.0,,,4.0,11.0,4.0,17.0,25.0,7.0,4.0,10.0,,42.0,55.0,59.4,35.2,66.8,43.6,59.3,35.1,65.9,43.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.238616345487,LONG,0.951811427757,SHORT,-0.778079864061,SHORT,2016-01-04,-8402.95,1491.84,-0.004413642011,1491.84,-83784.18,0.0693659896036,1.01783476936,1.01783476936,1491.84,-34741.11,0.248943291487,0.549986027092,1491.84,-107314.72
499,499,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-05,1.5.2016,232741,CME ,0,232,99001,59686,1969,176,2630,13600,1901,16809,22150,298,627,29738,97,82224,69929,16777,29072,827.0,-1920.0,448.0,88.0,671.0,-2096.0,-344.0,2546.0,-1053.0,146.0,-1599.0,664.0,0.0,-412.0,-2147.0,1239.0,2974.0,100,60.3,2.0,0.2,2.7,13.7,1.9,17.0,22.4,0.3,0.6,30.0,0.1,83.1,70.6,16.9,29.4,85,8.0,4.0,,5.0,11.0,,,,,,,,,,,,,,,,,,,,,-0.137092841192,LONG,0.936128456735,SHORT,-0.675908810844,SHORT,2016-01-11,1739.02,1410.37,-0.015682971022,1410.37,-82373.81,0.006846607876,0.9425377612,0.9425377612,1410.37,-33330.74,0.195850941808,0.562487269569,1410.37,-105904.35
500,500,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-12,1.12.2016,232741,CME ,0,232,121590,80085,1431,201,2190,12551,1832,20558,33393,230,903,32803,0,105999,82441,15591,39149,22589.0,20399.0,-538.0,25.0,-440.0,-1049.0,-69.0,3749.0,11243.0,-68.0,276.0,3065.0,-97.0,23775.0,12512.0,-1186.0,10077.0,100,65.9,1.2,0.2,1.8,10.3,1.5,16.9,27.5,0.2,0.7,27.0,0.0,87.2,67.8,12.8,32.2,87,11.0,,5.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,-0.237901058368,LONG,0.964890328279,SHORT,-0.702869547521,SHORT,2016-01-18,1813.23,-1158.73,0.028761871544,-1158.73,-83532.54,0.00135479133257,0.966197553333,0.966197553333,-1158.73,-34489.47,0.16093171746,0.140781927298,0.0,-105904.35
501,501,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-19,1.19.2016,232741,CME ,0,232,132814,95195,1432,153,2660,11729,1932,16860,44020,850,959,34858,0,118609,94974,14205,37840,11224.0,15110.0,1.0,-48.0,470.0,-822.0,100.0,-3698.0,10627.0,620.0,56.0,2055.0,0.0,12610.0,12533.0,-1386.0,-1309.0,100,71.7,1.1,0.1,2.0,8.8,1.5,12.7,33.1,0.6,0.7,26.2,0.0,89.3,71.5,10.7,28.5,91,12.0,,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,-0.446123521682,LONG,0.970360251276,SHORT,-0.630273125304,SHORT,2016-01-25,1707.48,-431.97,0.005469922997,-431.97,-83964.51,-0.000730114688846,0.969651777003,0.969651777003,-431.97,-34921.44,0.134245075264,0.142880543685,-431.97,-106336.32
502,502,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-26,1.26.2016,232741,CME ,0,232,125451,86027,1492,149,5936,10133,1993,14072,41535,1082,459,35258,9,109727,91651,15724,33800,-7363.0,-9168.0,60.0,-4.0,3276.0,-1596.0,61.0,-2788.0,-2485.0,232.0,-500.0,400.0,9.0,-8882.0,-3323.0,1519.0,-4040.0,100,68.6,1.2,0.1,4.7,8.1,1.6,11.2,33.1,0.9,0.4,28.1,0.0,87.5,73.1,12.5,26.9,90,13.0,,4.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,-0.493876670203,LONG,0.965904546441,SHORT,-0.261186134794,SHORT,2016-02-01,1732.28,1506.66,-0.004455704835,1506.66,-82457.85,0.00741524674825,0.973066966988,0.973066966988,1506.66,-33414.78,0.119190017873,0.14280899757,1506.66,-104829.66
503,503,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-02,2.2.2016,232741,CME ,0,232,122056,75776,1928,241,13600,12682,1346,13480,38081,1313,459,35162,9,106224,90762,15832,31294,-3395.0,-10251.0,436.0,92.0,7664.0,2549.0,-647.0,-592.0,-3454.0,231.0,0.0,-96.0,0.0,-3503.0,-889.0,108.0,-2506.0,100,62.1,1.6,0.2,11.1,10.4,1.1,11.0,31.2,1.1,0.4,28.8,0.0,87.0,74.4,13.0,25.6,84,12.0,4.0,,8.0,10.0,,,,,,,,,,,,,,,,,,,,,-0.477124183007,LONG,0.95037578503,SHORT,0.0349288486417,LONG,2016-02-08,1651.98,1410.02,-0.015528761411,1410.02,-81047.83,0.0031740366341,0.953392312588,0.953392312588,1410.02,-32004.76,0.111747137774,0.142750669343,1410.02,-103419.64
