,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
416,416,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-03,03.06.2014,232741,CME,0,232,110911,20448,48746,1035,3638,3462,75,59587,25159,980,542,7577,483,86788,87517,24123,23394,1772.0,-693.0,4396.0,-532.0,-286.0,-289.0,0.0,5114.0,-788.0,-540.0,-114.0,642.0,-54.0,2895.0,2835.0,-1123.0,-1063.0,100,18.4,44.0,0.9,3.3,3.1,0.1,53.7,22.7,0.9,0.5,6.8,0.4,78.3,78.9,21.7,21.1,81,6.0,11.0,7.0,,6.0,,22.0,22.0,8.0,4.0,8.0,4.0,45.0,56.0,48.4,43.5,58.5,51.8,48.4,43.5,58.5,51.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.406249262502,SHORT,-0.408966095326,LONG,0.0247887323944,LONG,2014-06-09,672.97,597.4,0.051536504482,597.4,-261588.57,0.000130764475775,0.406302385474,0.406302385474,597.4,-214179.01,0.111387943821,0.293573793177,597.4,-268636.53
417,417,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-10,10.06.2014,232741,CME,0,232,128984,20845,59610,1339,2101,3095,100,63378,24671,6746,1874,6754,2071,98454,104386,30530,24598,18073.0,397.0,10864.0,304.0,-1537.0,-367.0,25.0,3791.0,-488.0,5766.0,1332.0,-823.0,1588.0,11666.0,16869.0,6407.0,1204.0,100,16.2,46.2,1.0,1.6,2.4,0.1,49.1,19.1,5.2,1.5,5.2,1.6,76.3,80.9,23.7,19.1,78,7.0,10.0,6.0,,5.0,,21.0,20.0,12.0,,8.0,,48.0,53.0,42.1,45.6,51.0,53.8,42.1,44.4,50.9,51.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.439607491283,SHORT,-0.481822136598,LONG,-0.19130100077,SHORT,2014-06-16,709.4,637.38,0.033358228781,637.38,-260951.19,-0.00102307484971,0.439157739915,0.439157739915,637.38,-213541.63,0.114685903936,0.198738441782,637.38,-267999.15
418,418,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-17,17.06.2014,232741,CME,0,232,99400,2701,35555,15,2605,2504,76,61085,29534,1374,474,9251,12,68342,78321,31058,21079,-29584.0,-18144.0,-24055.0,-1324.0,504.0,-591.0,-24.0,-2293.0,4863.0,-5372.0,-1400.0,2497.0,-2059.0,-30112.0,-26065.0,528.0,-3519.0,100,2.7,35.8,0.0,2.6,2.5,0.1,61.5,29.7,1.4,0.5,9.3,0.0,68.8,78.8,31.2,21.2,73,5.0,10.0,,,4.0,,20.0,22.0,6.0,,8.0,,35.0,48.0,42.7,39.6,51.5,51.0,41.8,39.6,50.4,51.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.348172016906,SHORT,-0.858793391886,LONG,0.0197690350362,LONG,2014-06-23,608.19,508.39,-0.091435474377,508.39,-260442.8,0.000151473815614,0.34822475585,0.34822475585,508.39,-213033.24,0.104443198562,0.219205762266,508.39,-267490.76
419,419,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-24,24.06.2014,232741,CME,0,232,101998,1319,38262,72,2645,2493,114,65126,27017,1782,500,10294,80,71638,80114,30360,21884,2598.0,-1382.0,2707.0,57.0,40.0,-11.0,38.0,4041.0,-2517.0,408.0,26.0,1043.0,68.0,3296.0,1793.0,-698.0,805.0,100,1.3,37.5,0.1,2.6,2.4,0.1,63.9,26.5,1.7,0.5,10.1,0.1,70.2,78.5,29.8,21.5,77,,11.0,4.0,4.0,4.0,,24.0,20.0,6.0,,10.0,,41.0,50.0,43.0,39.5,51.5,52.3,41.9,39.5,50.3,52.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.413585405294,SHORT,-0.933351860741,LONG,0.0295834955236,LONG,2014-06-30,1001.45,829.04,0.065413388388,829.04,-259613.76,0.000100277262076,0.413626878506,0.413626878506,829.04,-212204.2,0.0966022443725,0.210085905365,829.04,-266661.72
420,420,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-01,01.07.2014,232741,CME,0,232,114918,1913,46781,10,3324,2465,123,75971,31998,801,721,10911,78,82941,93167,31977,21751,12920.0,594.0,8519.0,-62.0,679.0,-28.0,9.0,10845.0,4981.0,-981.0,221.0,617.0,-2.0,11303.0,13053.0,1617.0,-133.0,100,1.7,40.7,0.0,2.9,2.1,0.1,66.1,27.8,0.7,0.6,9.5,0.1,72.2,81.1,27.8,18.9,87,4.0,14.0,,4.0,4.0,,32.0,16.0,7.0,,11.0,,49.0,51.0,41.6,42.4,49.1,53.9,41.5,42.4,48.9,53.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.407274310219,SHORT,-0.921427691297,LONG,0.148384867853,LONG,2014-07-07,786.09,647.71,-0.006311095075,647.71,-258966.05,-0.00105640210871,0.406844064779,0.406844064779,647.71,-211556.49,0.113155278171,0.258740715567,647.71,-266014.01
421,421,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-08,08.07.2014,232741,CME,0,232,101860,1715,38666,202,2676,3256,736,65795,25117,688,118,9297,1129,73059,79091,28801,22769,-13058.0,-198.0,-8115.0,192.0,-648.0,791.0,613.0,-10176.0,-6881.0,-113.0,-603.0,-1614.0,1051.0,-9882.0,-14076.0,-3176.0,1018.0,100,1.7,38.0,0.2,2.6,3.2,0.7,64.6,24.7,0.7,0.1,9.1,1.1,71.7,77.6,28.3,22.4,81,4.0,12.0,,4.0,6.0,,24.0,19.0,,,9.0,,44.0,48.0,43.9,39.0,52.0,50.5,43.9,38.8,51.7,49.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.447443681802,SHORT,-0.91505906243,LONG,-0.0977747808496,SHORT,2014-07-14,772.58,628.91,0.040169371583,628.91,-258337.14,0.000215025928435,0.447539893795,0.447539893795,628.91,-210927.58,0.106928584741,0.255878461247,628.91,-265385.1
422,422,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-15,15.07.2014,232741,CME,0,232,105209,1428,40282,431,2688,3361,736,69942,25978,1020,135,8579,1416,77796,81803,27413,23406,3349.0,-287.0,1616.0,229.0,12.0,105.0,0.0,4147.0,861.0,332.0,17.0,-718.0,287.0,4737.0,2712.0,-1388.0,637.0,100,1.4,38.3,0.4,2.6,3.2,0.7,66.5,24.7,1.0,0.1,8.2,1.3,73.9,77.8,26.1,22.2,81,,13.0,4.0,,7.0,,23.0,21.0,4.0,,9.0,,42.0,51.0,47.7,37.1,55.6,48.6,47.7,37.0,55.1,47.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.45834028357,SHORT,-0.9315272117,LONG,-0.111258059183,SHORT,2014-07-21,776.59,619.72,0.010896601768,619.72,-257717.42,-0.000276131302526,0.45821372147,0.45821372147,619.72,-210307.86,0.0958155040776,0.222974031058,619.72,-264765.38
423,423,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-22,22.07.2014,232741,CME,0,232,109341,1593,43872,299,2484,3679,736,71605,27821,702,555,9152,1530,79504,87791,29837,21550,4132.0,165.0,3590.0,-132.0,-204.0,318.0,0.0,1663.0,1843.0,-318.0,420.0,573.0,114.0,1708.0,5988.0,2424.0,-1856.0,100,1.5,40.1,0.3,2.3,3.4,0.7,65.5,25.4,0.6,0.5,8.4,1.4,72.7,80.3,27.3,19.7,83,4.0,12.0,,,7.0,,23.0,21.0,4.0,,10.0,,41.0,53.0,46.2,40.3,53.6,51.4,46.2,40.3,53.2,50.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.440367710659,SHORT,-0.929924117453,LONG,-0.193899075126,SHORT,2014-07-28,822.96,693.77,-0.017972572911,693.77,-257023.65,0.000124465801058,0.440422521379,0.440422521379,693.77,-209614.09,0.0935361340608,0.16449001311,693.77,-264071.61
424,424,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-29,29.07.2014,232741,CME,0,232,106836,2829,43072,553,2932,5390,943,68254,23240,984,1082,9769,1536,79113,85487,27723,21349,-2505.0,1236.0,-800.0,254.0,448.0,1711.0,207.0,-3351.0,-4581.0,282.0,527.0,617.0,6.0,-391.0,-2304.0,-2114.0,-201.0,100,2.6,40.3,0.5,2.7,5.0,0.9,63.9,21.8,0.9,1.0,9.1,1.4,74.1,80.0,25.9,20.0,86,5.0,12.0,4.0,4.0,6.0,,24.0,21.0,5.0,,11.0,,47.0,53.0,44.3,38.2,51.8,49.2,44.3,38.2,51.3,47.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.491988545697,SHORT,-0.876734711662,LONG,-0.295361691901,SHORT,2014-08-04,784.22,612.42,0.051620835038,612.42,-256411.23,-4.10969284621e-05,0.491968326479,0.491968326479,612.42,-209001.67,0.089101848323,0.184962347879,612.42,-263459.19
425,425,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-05,05.08.2014,232741,CME,0,232,98196,4462,31590,1099,2608,7476,974,61265,22498,902,904,9127,1820,74034,75486,24162,22710,-8640.0,1633.0,-11482.0,546.0,-324.0,2086.0,31.0,-6989.0,-742.0,-82.0,-178.0,-642.0,284.0,-5079.0,-10001.0,-3561.0,1361.0,100,4.5,32.2,1.1,2.7,7.6,1.0,62.4,22.9,0.9,0.9,9.3,1.9,75.4,76.9,24.6,23.1,81,6.0,8.0,,,7.0,,23.0,21.0,5.0,4.0,9.0,,44.0,50.0,42.0,37.4,50.2,48.2,42.0,36.3,49.7,45.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.462817711878,SHORT,-0.752468656385,LONG,-0.482744942483,SHORT,2014-08-11,629.39,-297.03,-0.029170833819,-297.03,-256708.26,-0.000273589724315,0.462691089708,0.462691089708,-297.03,-209298.7,0.0882237677974,0.179158823986,-297.03,-263756.22
426,426,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-12,12.08.2014,232741,CME,0,232,94030,9662,30199,816,2003,7469,973,55276,20409,1335,207,8972,1765,72037,71938,21993,22092,-4166.0,5200.0,-1391.0,-283.0,-605.0,-7.0,-1.0,-5989.0,-2089.0,433.0,-697.0,-155.0,-55.0,-1997.0,-3548.0,-2169.0,-618.0,100,10.3,32.1,0.9,2.1,7.9,1.0,58.8,21.7,1.4,0.2,9.5,1.9,76.6,76.5,23.4,23.5,80,8.0,8.0,,,7.0,,23.0,21.0,6.0,,9.0,,43.0,49.0,40.7,39.3,50.0,49.8,40.7,38.0,49.7,47.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.460685736936,SHORT,-0.515215373423,LONG,-0.577069256757,SHORT,2014-08-18,655.09,517.81,-0.002131974942,517.81,-256190.45,0.000300211720049,0.460824040193,0.460824040193,517.81,-208780.89,0.0918495618085,0.193653578841,517.81,-263238.41
427,427,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-19,19.08.2014,232741,CME,0,232,103432,3258,33603,1540,1971,7288,974,66448,23915,1680,194,9672,1661,77726,80333,25706,23099,9402.0,-6404.0,3404.0,724.0,-32.0,-181.0,1.0,11172.0,3506.0,345.0,-13.0,700.0,-104.0,5689.0,8395.0,3713.0,1007.0,100,3.1,32.5,1.5,1.9,7.0,0.9,64.2,23.1,1.6,0.2,9.4,1.6,75.1,77.7,24.9,22.3,81,6.0,11.0,4.0,,7.0,,25.0,19.0,8.0,,9.0,,45.0,53.0,43.4,36.0,51.4,47.4,43.4,35.1,51.2,44.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.470690437458,SHORT,-0.823227801742,LONG,-0.574252079058,SHORT,2014-08-25,599.46,464.11,0.010004700522,464.11,-255726.34,-0.000284710493338,0.470556426951,0.470556426951,464.11,-208316.78,0.0906001646632,0.199471310317,464.11,-262774.3
428,428,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-26,26.08.2014,232741,CME,0,232,107819,2526,38253,1374,2030,7295,985,72762,23349,1777,222,11309,1661,83337,86003,24482,21816,4387.0,-732.0,4650.0,-166.0,59.0,7.0,11.0,6314.0,-566.0,97.0,28.0,1637.0,0.0,5611.0,5670.0,-1224.0,-1283.0,100,2.3,35.5,1.3,1.9,6.8,0.9,67.5,21.7,1.6,0.2,10.5,1.5,77.3,79.8,22.7,20.2,88,5.0,12.0,4.0,,6.0,,28.0,21.0,10.0,,11.0,,49.0,59.0,44.4,34.9,52.4,46.0,44.4,34.0,52.2,44.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.514124293785,SHORT,-0.876112705069,LONG,-0.564611260054,SHORT,2014-09-01,810.88,673.35,0.043433856327,673.35,-255052.99,-0.000119720206293,0.514062742718,0.514062742718,673.35,-207643.43,0.0866811910878,0.183508702048,673.35,-262100.95
429,429,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-02,02.09.2014,232741,CME,0,232,114146,2104,44334,2024,2454,8025,1040,77816,21970,2333,1050,11106,1561,90382,92393,23764,21753,6327.0,-422.0,6081.0,650.0,424.0,730.0,55.0,5054.0,-1379.0,556.0,828.0,-203.0,-100.0,7045.0,6390.0,-718.0,-63.0,100,1.8,38.8,1.8,2.1,7.0,0.9,68.2,19.2,2.0,0.9,9.7,1.4,79.2,80.9,20.8,19.1,90,5.0,12.0,,,8.0,,30.0,19.0,10.0,,10.0,,51.0,58.0,45.1,37.6,52.7,48.4,45.1,36.3,52.6,45.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.559657667408,SHORT,-0.909384555752,LONG,-0.531634697967,SHORT,2014-09-08,-16083.39,675.19,0.045533373623,675.19,-254377.8,-1.9945306337e-05,0.559646504864,0.559646504864,675.19,-206968.24,0.0844611032554,0.201074785425,675.19,-261425.76
430,430,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-09,09.09.2014,232741,CME,0,232,126831,2242,36225,14668,3102,8571,1027,75101,25654,2193,955,11723,4271,103559,104332,23272,22499,12685.0,138.0,-8109.0,12644.0,648.0,546.0,-13.0,-2715.0,3684.0,-140.0,-95.0,617.0,2710.0,13177.0,11939.0,-492.0,746.0,100,1.8,28.6,11.6,2.4,6.8,0.8,59.2,20.2,1.7,0.8,9.2,3.4,81.7,82.3,18.3,17.7,92,5.0,12.0,7.0,4.0,8.0,,29.0,22.0,7.0,,9.0,,52.0,59.0,42.5,37.4,52.6,50.8,37.4,29.8,44.9,38.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.490764726316,SHORT,-0.883432552578,LONG,-0.468517090722,SHORT,2014-09-15,-2669.22,1188.65,-0.068892941092,1188.65,-253189.15,0.000293161984313,0.490908599877,0.490908599877,1188.65,-205779.59,0.0871560681778,0.209006150635,1188.65,-260237.11
431,431,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-16,16.09.2014,232741,CME,0,232,97839,17520,19562,150,1897,9524,1003,57012,21537,639,987,16240,248,79456,68903,18383,28936,-28992.0,15278.0,-16663.0,-14518.0,-1205.0,953.0,-24.0,-18089.0,-4117.0,-1554.0,32.0,4517.0,-4023.0,-24103.0,-35429.0,-4889.0,6437.0,100,17.9,20.0,0.2,1.9,9.7,1.0,58.3,22.0,0.7,1.0,16.6,0.3,81.2,70.4,18.8,29.6,85,8.0,7.0,,,7.0,,27.0,23.0,4.0,,8.0,,44.0,50.0,44.3,30.5,57.0,43.6,44.3,29.4,56.7,42.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.451628919528,SHORT,-0.0550671484817,LONG,-0.66780492076,SHORT,2014-09-22,-3481.08,1050.43,-0.039135806788,1050.43,-252138.72,0.000422677463306,0.451819812894,0.451819812894,1050.43,-204729.16,0.0884509365751,0.155216445382,1050.43,-259186.68
432,432,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-23,23.09.2014,232741,CME,0,232,105756,26162,18000,0,1425,12748,1074,54736,23167,530,1027,20526,192,85146,76237,20610,29519,7917.0,8642.0,-1562.0,-150.0,-472.0,3224.0,71.0,-2276.0,1630.0,-109.0,40.0,4286.0,-56.0,5690.0,7334.0,2227.0,583.0,100,24.7,17.0,0.0,1.3,12.1,1.0,51.8,21.9,0.5,1.0,19.4,0.2,80.5,72.1,19.5,27.9,88,9.0,6.0,0.0,,9.0,4.0,25.0,24.0,5.0,4.0,9.0,,46.0,53.0,42.8,29.1,58.7,43.3,42.8,28.0,58.4,42.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.405234714966,SHORT,0.184819528101,SHORT,-0.798913426939,SHORT,2014-09-29,1610.16,1375.6,-0.046394204562,1375.6,-250763.12,-0.000461705821079,0.405047615739,0.405047615739,1375.6,-203353.56,0.0991266118955,0.15315833183,1375.6,-257811.08
433,433,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-30,30.09.2014,232741,CME,0,232,118488,44470,17003,7,1440,14072,1000,47917,29047,588,3602,22276,147,99171,84140,19317,34348,12732.0,18308.0,-997.0,7.0,15.0,1324.0,-74.0,-6819.0,5880.0,58.0,2575.0,1750.0,-45.0,14025.0,7903.0,-1293.0,4829.0,100,37.5,14.3,0.0,1.2,11.9,0.8,40.4,24.5,0.5,3.0,18.8,0.1,83.7,71.0,16.3,29.0,95,9.0,7.0,,,10.0,4.0,25.0,28.0,7.0,4.0,10.0,,48.0,61.0,47.3,25.4,59.2,40.0,47.3,24.5,59.2,39.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.245179564472,SHORT,0.446814048444,SHORT,-0.814337287261,SHORT,2014-10-06,1640.14,1472.89,-0.160055150494,1472.89,-249290.23,-0.000381667397819,0.245085987426,0.245085987426,1472.89,-201880.67,0.0947595697225,0.317021558475,1472.89,-256338.19
434,434,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-07,07.10.2014,232741,CME,0,232,129561,64159,14773,0,1440,11825,986,39513,42535,460,5040,22398,119,111717,93096,17844,36465,11073.0,19689.0,-2230.0,-7.0,0.0,-2247.0,-14.0,-8404.0,13488.0,-128.0,1438.0,122.0,-28.0,12546.0,8956.0,-1473.0,2117.0,100,49.5,11.4,0.0,1.1,9.1,0.8,30.5,32.8,0.4,3.9,17.3,0.1,86.2,71.9,13.8,28.1,95,9.0,6.0,0.0,,8.0,4.0,19.0,32.0,4.0,7.0,12.0,,42.0,63.0,50.0,23.3,64.8,37.7,50.0,22.6,64.8,37.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.0368320982839,LONG,0.625677798611,SHORT,-0.782887297399,SHORT,2014-10-13,1578.52,1397.35,-0.282011662756,1578.52,-247711.71,-0.000546539488687,-0.0368119680877,-0.0368119680877,0.0,-201880.67,0.0943695653208,0.454077661379,1578.52,-254759.67
435,435,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-14,14.10.2014,232741,CME,0,232,115941,69036,14548,14,1415,13099,972,24986,35471,523,772,16142,120,97838,80889,18103,35052,-13620.0,4877.0,-225.0,14.0,-25.0,1274.0,-14.0,-14527.0,-7064.0,63.0,-4268.0,-6256.0,1.0,-13879.0,-12207.0,259.0,-1413.0,100,59.5,12.5,0.0,1.2,11.3,0.8,21.6,30.6,0.5,0.7,13.9,0.1,84.4,69.8,15.6,30.2,79,9.0,5.0,,,9.0,,16.0,29.0,8.0,,7.0,,36.0,57.0,57.2,25.6,68.1,38.6,57.2,24.8,68.1,37.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.173429048745,LONG,0.651895099541,SHORT,-0.805015846769,SHORT,2014-10-20,1529.61,1320.47,-0.136596950461,1529.61,-246182.1,-0.00183559333713,-0.173110703539,-0.173110703539,1529.61,-200351.06,0.143781198617,0.41838838508,1529.61,-253230.06
436,436,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-21,21.10.2014,232741,CME,0,232,115985,70197,14345,159,1415,13399,981,24626,35654,445,689,16264,120,98632,81367,17353,34618,44.0,1161.0,-203.0,145.0,0.0,300.0,9.0,-360.0,183.0,-78.0,-83.0,122.0,0.0,794.0,478.0,-750.0,-434.0,100,60.5,12.4,0.1,1.2,11.6,0.8,21.2,30.7,0.4,0.6,14.0,0.1,85.0,70.2,15.0,29.8,78,9.0,5.0,,,10.0,4.0,13.0,30.0,5.0,,7.0,,34.0,58.0,58.2,25.5,70.5,37.2,58.2,24.7,70.5,36.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.182946250829,LONG,0.66064204774,SHORT,-0.808964493047,SHORT,2014-10-27,1364.68,1204.46,-0.009517202084,1364.68,-244817.42,-0.00502717219128,-0.182026548524,-0.182026548524,1364.68,-198986.38,0.232524840576,0.448675732634,1364.68,-251865.38
437,437,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-28,28.10.2014,232741,CME,0,232,120071,68582,15561,160,1415,12831,1054,28984,38342,566,513,20583,120,101394,89217,18677,30854,4086.0,-1615.0,1216.0,1.0,0.0,-568.0,73.0,4358.0,2688.0,121.0,-176.0,4319.0,0.0,2762.0,7850.0,1324.0,-3764.0,100,57.1,13.0,0.1,1.2,10.7,0.9,24.1,31.9,0.5,0.4,17.1,0.1,84.4,74.3,15.6,25.7,86,9.0,7.0,,,10.0,4.0,14.0,32.0,6.0,,10.0,,35.0,66.0,58.3,25.2,70.1,37.8,58.3,24.4,70.1,36.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.138995336126,LONG,0.630129660221,SHORT,-0.801347746736,SHORT,2014-11-03,1726.38,1526.63,0.043950914703,1726.38,-243091.04,-0.00401580648738,-0.138437157753,-0.138437157753,1726.38,-197260.0,0.19186339976,0.468569827689,1726.38,-250139.0
438,438,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-04,04.11.2014,232741,CME,0,232,123342,74265,12793,182,1495,11349,1049,26503,38738,452,604,22595,662,105212,87820,18130,35522,3271.0,5683.0,-2768.0,22.0,80.0,-1482.0,-5.0,-2481.0,396.0,-114.0,91.0,2012.0,542.0,3818.0,-1397.0,-547.0,4668.0,100,60.2,10.4,0.1,1.2,9.2,0.9,21.5,31.4,0.4,0.5,18.3,0.5,85.3,71.2,14.7,28.8,85,9.0,6.0,,,8.0,4.0,13.0,34.0,6.0,,10.0,,34.0,66.0,57.6,24.8,68.7,36.7,57.6,23.5,68.7,35.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.187535445502,LONG,0.706103976659,SHORT,-0.767206477733,SHORT,2014-11-10,1160.71,1015.07,-0.048540109376,1160.71,-241930.33,-0.00173772713459,-0.18720956007,-0.18720956007,1160.71,-196099.29,0.140473767829,0.312507756332,1160.71,-248978.29
439,439,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-11,11.11.2014,232741,CME,0,232,123726,78600,13358,81,1445,10955,1039,24150,35562,593,655,24324,564,107127,86476,16599,37250,384.0,4335.0,565.0,-101.0,-50.0,-394.0,-10.0,-2353.0,-3176.0,141.0,51.0,1729.0,-98.0,1915.0,-1344.0,-1531.0,1728.0,100,63.5,10.8,0.1,1.2,8.9,0.8,19.5,28.7,0.5,0.5,19.7,0.5,86.6,69.9,13.4,30.1,85,9.0,6.0,,,9.0,4.0,14.0,32.0,7.0,,11.0,,35.0,63.0,62.0,24.5,71.8,35.4,62.0,23.3,71.8,34.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,-0.191117363344,LONG,0.70947606516,SHORT,-0.766935483871,SHORT,2014-11-17,1410.16,1254.93,-0.003581917842,1410.16,-240520.17,-0.000666308967531,-0.190990020131,-0.190990020131,1410.16,-194689.13,0.113877020677,0.204167077627,1410.16,-247568.13
